A wojel tu'ux u taal	Ma' a wojel tu'ux u taali'	TYPE:NEG;SUBTYPE:DEC
Táan u kaxtiko'ob a naajil	Tu kaxko'ob a najil	PERSON:3_PL
Ta meentik janal ich kool	Tu meentik janal ich kool	PERSON:3_SI
Ta meentik janal ich kool	Tu meentiko'ob janal ich kool	PERSON:3_PL
Ta meentik janal ich kool	Ta meentike'ex janal ich kool	PERSON:2_PL
Tu meentik janal ich kool	Ta meentik janal ich kool	PERSON:2_SI
Tu meentik janal ich kool	Tu meentiko'ob janal ich kool	PERSON:3_PL
Tu meentik janal ich kool	Ta meentike'ex janal ich kool	PERSON:2_PL
Tu meentiko'ob janal ich kool	Ta meentik janal ich kool	PERSON:2_SI
Tu meentiko'ob janal ich kool	Tu meentik janal ich kool	PERSON:3_SI
Tu meentiko'ob janal ich kool	Ta meentike'ex janal ich kool	PERSON:2_PL
Ta meentike'ex janal ich kool	Ta meentik janal ich kool	PERSON:2_SI
Ta meentike'ex janal ich kool	Tu meentik janal ich kool	PERSON:3_SI
Ta meentike'ex janal ich kool	Tu meentiko'ob janal ich kool	PERSON:3_PL
Ta míistik in najil	Táan a míistik in najil	PERSON:2_SI
Táan a míistik in najil	Ta míistik in najil	PERSON:2_SI
Ta núukaj buka'aj a ja'abil	Tu núukaj buka'aj u ja'abil	PERSON:3_SI
Ta núukaj buka'aj a ja'abil	Tek núukaj buka'aj k ja'abil	PERSON:1_PL
Ta núukaj buka'aj a ja'abil	Ta núukaje'ex buka'aj a ja'abile'ex	PERSON:2_PL
Ta núukaj buka'aj a ja'abil	Tu núukaj buka'aj u ja'abilo'ob	PERSON:3_PL
Tu núukaj buka'aj u ja'abil	Ta núukaj buka'aj a ja'abil	PERSON:2_SI
Tu núukaj buka'aj u ja'abil	Tek núukaj buka'aj k ja'abil	PERSON:1_PL
Tu núukaj buka'aj u ja'abil	Ta núukaje'ex buka'aj a ja'abile'ex	PERSON:2_PL
Tu núukaj buka'aj u ja'abil	Tu núukaj buka'aj u ja'abilo'ob	PERSON:3_PL
Tek núukaj buka'aj k ja'abil	Ta núukaj buka'aj a ja'abil	PERSON:2_SI
Tek núukaj buka'aj k ja'abil	Tu núukaj buka'aj u ja'abil	PERSON:3_SI
Tek núukaj buka'aj k ja'abil	Ta núukaje'ex buka'aj a ja'abile'ex	PERSON:2_PL
Tek núukaj buka'aj k ja'abil	Tu núukaj buka'aj u ja'abilo'ob	PERSON:3_PL
Ta núukaje'ex buka'aj a ja'abile'ex	Ta núukaj buka'aj a ja'abil	PERSON:2_SI
Ta núukaje'ex buka'aj a ja'abile'ex	Tu núukaj buka'aj u ja'abil	PERSON:3_SI
Ta núukaje'ex buka'aj a ja'abile'ex	Tek núukaj buka'aj k ja'abil	PERSON:1_PL
Ta núukaje'ex buka'aj a ja'abile'ex	Tu núukaj buka'aj u ja'abilo'ob	PERSON:3_PL
Tu núukaj buka'aj u ja'abilo'ob	Ta núukaj buka'aj a ja'abil	PERSON:2_SI
Tu núukaj buka'aj u ja'abilo'ob	Tu núukaj buka'aj u ja'abil	PERSON:3_SI
Tu núukaj buka'aj u ja'abilo'ob	Tek núukaj buka'aj k ja'abil	PERSON:1_PL
Tu núukaj buka'aj u ja'abilo'ob	Ta núukaje'ex buka'aj a ja'abile'ex	PERSON:2_PL
To'one' ma' jbúulo'on wáaj	To'one' jbúulo'on wáaj	TYPE:AFF;SUBTYPE:INT
To'one' áak'ab wáaj k bin tu k'íiwikil koonol	To'one' ma' áak'ab wáaj k bin tu k'íiwikil koonoli'	TYPE:NEG;SUBTYPE:INT
Káaj in bin koonol tu k'íiwikil koonol	Táant in bin koonol tu k'íiwikil koonole'	ASPECT:IMM
Táant in bin koonol tu k'íiwikil koonole'	Káaj in bin koonol tu k'íiwikil koonol	ASPECT:BEG
Ma' ts'oka'an in beeli'	Tene' ma' ts'oka'an in beeli'	TYPE:NEG;SUBTYPE:DEC
Tene' ma' ts'oka'an in beeli'	Ma' ts'oka'an in beeli'	TYPE:NEG;SUBTYPE:DEC
Ts'oka'an wáaj a beel	Ts'oka'an wáaj u beel	PERSON:3_SI
Ts'oka'an wáaj a beel	Ts'oka'an wáaj k beel	PERSON:1_PL
Ts'oka'an wáaj a beel	Ts'oka'an wáaj a beele'ex	PERSON:3_PL
Ts'oka'an wáaj a beel	Ts'oka'an wáaj u beelo'ob	PERSON:3_PL
Ts'oka'an wáaj u beel	Ts'oka'an wáaj a beel	PERSON:2_SI
Ts'oka'an wáaj u beel	Ts'oka'an wáaj k beel	PERSON:1_PL
Ts'oka'an wáaj u beel	Ts'oka'an wáaj a beele'ex	PERSON:3_PL
Ts'oka'an wáaj u beel	Ts'oka'an wáaj u beelo'ob	PERSON:3_PL
Ts'oka'an wáaj k beel	Ts'oka'an wáaj a beel	PERSON:2_SI
Ts'oka'an wáaj k beel	Ts'oka'an wáaj u beel	PERSON:3_SI
Ts'oka'an wáaj k beel	Ts'oka'an wáaj a beele'ex	PERSON:3_PL
Ts'oka'an wáaj k beel	Ts'oka'an wáaj u beelo'ob	PERSON:3_PL
Ts'oka'an wáaj a beele'ex	Ts'oka'an wáaj a beel	PERSON:2_SI
Ts'oka'an wáaj a beele'ex	Ts'oka'an wáaj u beel	PERSON:3_SI
Ts'oka'an wáaj a beele'ex	Ts'oka'an wáaj k beel	PERSON:1_PL
Ts'oka'an wáaj a beele'ex	Ts'oka'an wáaj u beelo'ob	PERSON:3_PL
Ts'oka'an wáaj u beelo'ob	Ts'oka'an wáaj a beel	PERSON:2_SI
Ts'oka'an wáaj u beelo'ob	Ts'oka'an wáaj u beel	PERSON:3_SI
Ts'oka'an wáaj u beelo'ob	Ts'oka'an wáaj k beel	PERSON:1_PL
Ts'oka'an wáaj u beelo'ob	Ts'oka'an wáaj a beele'ex	PERSON:3_PL
Ma' ts'oka'an u beelo'obi'	Leti'obe' ma' ts'oka'an u beelo'obi'	TYPE:NEG;SUBTYPE:DEC
Leti'obe' ma' ts'oka'an u beelo'obi'	Ma' ts'oka'an u beelo'obi'	TYPE:NEG;SUBTYPE:DEC
Tu'ux k'íiwikil koonol suuk a jóok'ol koonol	Tu'ux k'íiwikil koonol yaan a jóok'ol koonol	ASPECT:COM
Tu'ux k'íiwikil koonol suuk a jóok'ol koonol	Tu'ux k'íiwikil koonol k'a'abéet a jóok'ol koonol	ASPECT:OBL
Tu'ux k'íiwikil koonol suuk a jóok'ol koonol	Tu'ux k'íiwikil koonol káaj a jóok'ol koonol	ASPECT:BEG;TENSE:PAS_SIM
Tu'ux k'íiwikil koonol suuk a jóok'ol koonol	Tu'ux k'íiwikil koonol taak a jóok'ol koonol	ASPECT:DES
Tu'ux k'íiwikil koonol yaan a jóok'ol koonol	Tu'ux k'íiwikil koonol suuk a jóok'ol koonol	ASPECT:CUS
Tu'ux k'íiwikil koonol yaan a jóok'ol koonol	Tu'ux k'íiwikil koonol k'a'abéet a jóok'ol koonol	ASPECT:OBL
Tu'ux k'íiwikil koonol yaan a jóok'ol koonol	Tu'ux k'íiwikil koonol káaj a jóok'ol koonol	ASPECT:BEG;TENSE:PAS_SIM
Tu'ux k'íiwikil koonol yaan a jóok'ol koonol	Tu'ux k'íiwikil koonol taak a jóok'ol koonol	ASPECT:DES
Tu'ux k'íiwikil koonol k'a'abéet a jóok'ol koonol	Tu'ux k'íiwikil koonol suuk a jóok'ol koonol	ASPECT:CUS
Tu'ux k'íiwikil koonol k'a'abéet a jóok'ol koonol	Tu'ux k'íiwikil koonol yaan a jóok'ol koonol	ASPECT:COM
Tu'ux k'íiwikil koonol k'a'abéet a jóok'ol koonol	Tu'ux k'íiwikil koonol káaj a jóok'ol koonol	ASPECT:BEG;TENSE:PAS_SIM
Tu'ux k'íiwikil koonol k'a'abéet a jóok'ol koonol	Tu'ux k'íiwikil koonol taak a jóok'ol koonol	ASPECT:DES
Tu'ux k'íiwikil koonol taak a jóok'ol koonol	Tu'ux k'íiwikil koonol suuk a jóok'ol koonol	ASPECT:CUS
Tu'ux k'íiwikil koonol taak a jóok'ol koonol	Tu'ux k'íiwikil koonol yaan a jóok'ol koonol	ASPECT:COM
Tu'ux k'íiwikil koonol taak a jóok'ol koonol	Tu'ux k'íiwikil koonol k'a'abéet a jóok'ol koonol	ASPECT:OBL
Tu'ux k'íiwikil koonol taak a jóok'ol koonol	Tu'ux k'íiwikil koonol káaj a jóok'ol koonol	ASPECT:BEG;TENSE:PAS_SIM
Tu'ux kajakbalech	Tu'ux kajakbal	PERSON:3_SI
Tu'ux kajakbalech	Tu'ux kajakbalo'on	PERSON:1_PL
Tu'ux kajakbalech	Tu'ux kajakbale'ex	PERSON:2_PL
Tu'ux kajakbalech	Tu'ux kajakbalo'ob	PERSON:3_PL
Tu'ux kajakbal	Tu'ux kajakbalech	PERSON:2_SI
Tu'ux kajakbal	Tu'ux kajakbalo'on	PERSON:1_PL
Tu'ux kajakbal	Tu'ux kajakbale'ex	PERSON:2_PL
Tu'ux kajakbal	Tu'ux kajakbalo'ob	PERSON:3_PL
Tu'ux kajakbalo'on	Tu'ux kajakbalech	PERSON:2_SI
Tu'ux kajakbalo'on	Tu'ux kajakbal	PERSON:3_SI
Tu'ux kajakbalo'on	Tu'ux kajakbale'ex	PERSON:2_PL
Tu'ux kajakbalo'on	Tu'ux kajakbalo'ob	PERSON:3_PL
Tu'ux kajakbale'ex	Tu'ux kajakbalech	PERSON:2_SI
Tu'ux kajakbale'ex	Tu'ux kajakbal	PERSON:3_SI
Tu'ux kajakbale'ex	Tu'ux kajakbalo'on	PERSON:1_PL
Tu'ux kajakbale'ex	Tu'ux kajakbalo'ob	PERSON:3_PL
Tu'ux kajakbalo'ob	Tu'ux kajakbalech	PERSON:2_SI
Tu'ux kajakbalo'ob	Tu'ux kajakbal	PERSON:3_SI
Tu'ux kajakbalo'ob	Tu'ux kajakbalo'on	PERSON:1_PL
Tu'ux kajakbalo'ob	Tu'ux kajakbale'ex	PERSON:2_PL
Táan a bin koonol merkaado	Táan u bin koonol merkaado	PERSON:3_SI
Táan a bin koonol merkaado	Táan u bino'ob koonol merkaado	PERSON:3_PL
Táan a bin koonol merkaado	Táan a bine'ex koonol merkaado	PERSON:2_PL
Táan a bin koonol merkaado	Táan k bin koonol merkaado	PERSON:1_PL
Táan u bin koonol merkaado	Táan a bin koonol merkaado	PERSON:2_SI
Táan u bin koonol merkaado	Táan u bino'ob koonol merkaado	PERSON:3_PL
Táan u bin koonol merkaado	Táan a bine'ex koonol merkaado	PERSON:2_PL
Táan u bin koonol merkaado	Táan k bin koonol merkaado	PERSON:1_PL
Táan u bino'ob koonol merkaado	Táan a bin koonol merkaado	PERSON:2_SI
Táan u bino'ob koonol merkaado	Táan u bin koonol merkaado	PERSON:3_SI
Táan u bino'ob koonol merkaado	Táan a bine'ex koonol merkaado	PERSON:2_PL
Táan u bino'ob koonol merkaado	Táan k bin koonol merkaado	PERSON:1_PL
Táan a bine'ex koonol merkaado	Táan a bin koonol merkaado	PERSON:2_SI
Táan a bine'ex koonol merkaado	Táan u bin koonol merkaado	PERSON:3_SI
Táan a bine'ex koonol merkaado	Táan u bino'ob koonol merkaado	PERSON:3_PL
Táan a bine'ex koonol merkaado	Táan k bin koonol merkaado	PERSON:1_PL
Táan k bin koonol merkaado	Táan a bin koonol merkaado	PERSON:2_SI
Táan k bin koonol merkaado	Táan u bin koonol merkaado	PERSON:3_SI
Táan k bin koonol merkaado	Táan u bino'ob koonol merkaado	PERSON:3_PL
Táan k bin koonol merkaado	Táan a bine'ex koonol merkaado	PERSON:2_PL
Yaan in bin koonol tu k'íiwikil koonol	Taak in bin koonol tu k'íiwikil koonol	ASPECT:DES
Yaan in bin koonol tu k'íiwikil koonol	k'a'abéet in bin koonol tu k'íiwikil koonol	ASPECT:OBL
Yaan in bin koonol tu k'íiwikil koonol	Kin bin koonol tu k'íiwikil koonol	ASPECT:HAB
Yaan in bin koonol tu k'íiwikil koonol	Suuk in bin koonol tu k'íiwikil koonol	ASPECT:CUS
Taak in bin koonol tu k'íiwikil koonol	Yaan in bin koonol tu k'íiwikil koonol	ASPECT:COM
Taak in bin koonol tu k'íiwikil koonol	k'a'abéet in bin koonol tu k'íiwikil koonol	ASPECT:OBL
Taak in bin koonol tu k'íiwikil koonol	Kin bin koonol tu k'íiwikil koonol	ASPECT:HAB
Taak in bin koonol tu k'íiwikil koonol	Suuk in bin koonol tu k'íiwikil koonol	ASPECT:CUS
k'a'abéet in bin koonol tu k'íiwikil koonol	Yaan in bin koonol tu k'íiwikil koonol	ASPECT:COM
k'a'abéet in bin koonol tu k'íiwikil koonol	Taak in bin koonol tu k'íiwikil koonol	ASPECT:DES
k'a'abéet in bin koonol tu k'íiwikil koonol	Kin bin koonol tu k'íiwikil koonol	ASPECT:HAB
k'a'abéet in bin koonol tu k'íiwikil koonol	Suuk in bin koonol tu k'íiwikil koonol	ASPECT:CUS
Kin bin koonol tu k'íiwikil koonol	Yaan in bin koonol tu k'íiwikil koonol	ASPECT:COM
Kin bin koonol tu k'íiwikil koonol	Taak in bin koonol tu k'íiwikil koonol	ASPECT:DES
Kin bin koonol tu k'íiwikil koonol	k'a'abéet in bin koonol tu k'íiwikil koonol	ASPECT:OBL
Kin bin koonol tu k'íiwikil koonol	Suuk in bin koonol tu k'íiwikil koonol	ASPECT:CUS
Suuk in bin koonol tu k'íiwikil koonol	Yaan in bin koonol tu k'íiwikil koonol	ASPECT:COM
Suuk in bin koonol tu k'íiwikil koonol	Taak in bin koonol tu k'íiwikil koonol	ASPECT:DES
Suuk in bin koonol tu k'íiwikil koonol	k'a'abéet in bin koonol tu k'íiwikil koonol	ASPECT:OBL
Suuk in bin koonol tu k'íiwikil koonol	Kin bin koonol tu k'íiwikil koonol	ASPECT:HAB
Táan a bin koonol tu k'íiwikil koonol	Táan u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Táan a bin koonol tu k'íiwikil koonol	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Táan a bin koonol tu k'íiwikil koonol	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Táan a bin koonol tu k'íiwikil koonol	Te'exe' táan a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Táan a bin koonol tu k'íiwikil koonol	Táan k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Táan u bin koonol tu k'íiwikil koonol	Táan a bin koonol tu k'íiwikil koonol	PERSON:2_SI
Táan u bin koonol tu k'íiwikil koonol	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Táan u bin koonol tu k'íiwikil koonol	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Táan u bin koonol tu k'íiwikil koonol	Te'exe' táan a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Táan u bin koonol tu k'íiwikil koonol	Táan k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	Táan a bin koonol tu k'íiwikil koonol	PERSON:2_SI
Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	Táan u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	Te'exe' táan a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	Táan k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	Táan a bin koonol tu k'íiwikil koonol	PERSON:2_SI
Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	Táan u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	Te'exe' táan a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	Táan k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Te'exe' táan a bine'ex koonol tu k'íiwikil koonol	Táan a bin koonol tu k'íiwikil koonol	PERSON:2_SI
Te'exe' táan a bine'ex koonol tu k'íiwikil koonol	Táan u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Te'exe' táan a bine'ex koonol tu k'íiwikil koonol	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Te'exe' táan a bine'ex koonol tu k'íiwikil koonol	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Te'exe' táan a bine'ex koonol tu k'íiwikil koonol	Táan k bin koonol tu k'íiwikil koonol	PERSON:1_PL
Táan k bin koonol tu k'íiwikil koonol	Táan a bin koonol tu k'íiwikil koonol	PERSON:2_SI
Táan k bin koonol tu k'íiwikil koonol	Táan u bin koonol tu k'íiwikil koonol	PERSON:3_SI
Táan k bin koonol tu k'íiwikil koonol	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Táan k bin koonol tu k'íiwikil koonol	Leti'obe' táan u bino'ob koonol tu k'íiwikil koonol	PERSON:3_PL
Táan k bin koonol tu k'íiwikil koonol	Te'exe' táan a bine'ex koonol tu k'íiwikil koonol	PERSON:2_PL
Táan a boon tu naajil xook	Táan u boon tu naajil xook	PERSON:3_SI
Táan a boon tu naajil xook	Táan k boon tu naajil xook	PERSON:1_PL
Táan a boon tu naajil xook	Táan a boone'ex xook tu naajil xook	PERSON:2_PL
Táan a boon tu naajil xook	Táan u boono'ob tu naajil xook	PERSON:3_PL
Táan u boon tu naajil xook	Táan a boon tu naajil xook	PERSON:2_SI
Táan u boon tu naajil xook	Táan k boon tu naajil xook	PERSON:1_PL
Táan u boon tu naajil xook	Táan a boone'ex xook tu naajil xook	PERSON:2_PL
Táan u boon tu naajil xook	Táan u boono'ob tu naajil xook	PERSON:3_PL
Táan k boon tu naajil xook	Táan a boon tu naajil xook	PERSON:2_SI
Táan k boon tu naajil xook	Táan u boon tu naajil xook	PERSON:3_SI
Táan k boon tu naajil xook	Táan a boone'ex xook tu naajil xook	PERSON:2_PL
Táan k boon tu naajil xook	Táan u boono'ob tu naajil xook	PERSON:3_PL
Táan a boone'ex xook tu naajil xook	Táan a boon tu naajil xook	PERSON:2_SI
Táan a boone'ex xook tu naajil xook	Táan u boon tu naajil xook	PERSON:3_SI
Táan a boone'ex xook tu naajil xook	Táan k boon tu naajil xook	PERSON:1_PL
Táan a boone'ex xook tu naajil xook	Táan u boono'ob tu naajil xook	PERSON:3_PL
Táan u boono'ob tu naajil xook	Táan a boon tu naajil xook	PERSON:2_SI
Táan u boono'ob tu naajil xook	Táan u boon tu naajil xook	PERSON:3_SI
Táan u boono'ob tu naajil xook	Táan k boon tu naajil xook	PERSON:1_PL
Táan u boono'ob tu naajil xook	Táan a boone'ex xook tu naajil xook	PERSON:2_PL
Táan a báaxal tu naajil báaxal	Táan u báaxal tu naajil báaxal	PERSON:3_SI
Táan a báaxal tu naajil báaxal	Táan k báaxal tu naajil báaxal	PERSON:1_PL
Táan a báaxal tu naajil báaxal	Táan a báaxale'ex báaxal tu naajil báaxal	PERSON:2_PL
Táan a báaxal tu naajil báaxal	Táan u báaxalo'ob tu naajil báaxal	PERSON:3_PL
Táan u báaxal tu naajil báaxal	Táan a báaxal tu naajil báaxal	PERSON:2_SI
Táan u báaxal tu naajil báaxal	Táan k báaxal tu naajil báaxal	PERSON:1_PL
Táan u báaxal tu naajil báaxal	Táan a báaxale'ex báaxal tu naajil báaxal	PERSON:2_PL
Táan u báaxal tu naajil báaxal	Táan u báaxalo'ob tu naajil báaxal	PERSON:3_PL
Táan k báaxal tu naajil báaxal	Táan a báaxal tu naajil báaxal	PERSON:2_SI
Táan k báaxal tu naajil báaxal	Táan u báaxal tu naajil báaxal	PERSON:3_SI
Táan k báaxal tu naajil báaxal	Táan a báaxale'ex báaxal tu naajil báaxal	PERSON:2_PL
Táan k báaxal tu naajil báaxal	Táan u báaxalo'ob tu naajil báaxal	PERSON:3_PL
Táan a báaxale'ex báaxal tu naajil báaxal	Táan a báaxal tu naajil báaxal	PERSON:2_SI
Táan a báaxale'ex báaxal tu naajil báaxal	Táan u báaxal tu naajil báaxal	PERSON:3_SI
Táan a báaxale'ex báaxal tu naajil báaxal	Táan k báaxal tu naajil báaxal	PERSON:1_PL
Táan a báaxale'ex báaxal tu naajil báaxal	Táan u báaxalo'ob tu naajil báaxal	PERSON:3_PL
Táan u báaxalo'ob tu naajil báaxal	Táan a báaxal tu naajil báaxal	PERSON:2_SI
Táan u báaxalo'ob tu naajil báaxal	Táan u báaxal tu naajil báaxal	PERSON:3_SI
Táan u báaxalo'ob tu naajil báaxal	Táan k báaxal tu naajil báaxal	PERSON:1_PL
Táan u báaxalo'ob tu naajil báaxal	Táan a báaxale'ex báaxal tu naajil báaxal	PERSON:2_PL
Táan u kaaxtik a wotoch	Táan ek kaxtik a wotoch	PERSON:1_PL
Táan u kaaxtik a wotoch	Táan u kaxtiko'ob a wotoch	PERSON:3_PL
Táan ek kaxtik a wotoch	Táan u kaaxtik a wotoch	PERSON:3_SI
Táan ek kaxtik a wotoch	Táan u kaxtiko'ob a wotoch	PERSON:3_PL
Táan u kaxtiko'ob a wotoch	Táan u kaaxtik a wotoch	PERSON:3_SI
Táan u kaxtiko'ob a wotoch	Táan ek kaxtik a wotoch	PERSON:1_PL
Kin manik nikte'ob tu k'íiwikil koonol	Ts'o'ok in manik janal tu k'íiwikil koonol	ASPECT:TER;TENSE:PAS_SIM
Kin manik nikte'ob tu k'íiwikil koonol	Táant in manik ch'ujuk pak'áal tu k'íiwikil koonole'	ASPECT:IMM;TENSE:PAS_SIM
Kin manik nikte'ob tu k'íiwikil koonol	K'a'abéet in manik suuts' pak'áal tu k'íiwikil koonol	ASPECT:OBL
Kin manik nikte'ob tu k'íiwikil koonol	Yaan in manik ch'ujuko'ob tu k'íiwikil koonol	ASPECT:COM
Ts'o'ok in manik janal tu k'íiwikil koonol	Táant in manik ch'ujuk pak'áal tu k'íiwikil koonole'	ASPECT:IMM;TENSE:PAS_SIM
Táant in manik ch'ujuk pak'áal tu k'íiwikil koonole'	Ts'o'ok in manik janal tu k'íiwikil koonol	ASPECT:TER;TENSE:PAS_SIM
K'a'abéet in manik suuts' pak'áal tu k'íiwikil koonol	Kin manik nikte'ob tu k'íiwikil koonol	ASPECT:HAB
K'a'abéet in manik suuts' pak'áal tu k'íiwikil koonol	Ts'o'ok in manik janal tu k'íiwikil koonol	ASPECT:TER;TENSE:PAS_SIM
K'a'abéet in manik suuts' pak'áal tu k'íiwikil koonol	Táant in manik ch'ujuk pak'áal tu k'íiwikil koonole'	ASPECT:IMM;TENSE:PAS_SIM
K'a'abéet in manik suuts' pak'áal tu k'íiwikil koonol	Yaan in manik ch'ujuko'ob tu k'íiwikil koonol	ASPECT:COM
Yaan in manik ch'ujuko'ob tu k'íiwikil koonol	Kin manik nikte'ob tu k'íiwikil koonol	ASPECT:HAB
Yaan in manik ch'ujuko'ob tu k'íiwikil koonol	Ts'o'ok in manik janal tu k'íiwikil koonol	ASPECT:TER;TENSE:PAS_SIM
Yaan in manik ch'ujuko'ob tu k'íiwikil koonol	Táant in manik ch'ujuk pak'áal tu k'íiwikil koonole'	ASPECT:IMM;TENSE:PAS_SIM
Yaan in manik ch'ujuko'ob tu k'íiwikil koonol	K'a'abéet in manik suuts' pak'áal tu k'íiwikil koonol	ASPECT:OBL
Táan a meyaj ich kool	Táan u meyaj tu kool	PERSON:3_SI
Táan a meyaj ich kool	Táan u meyajo'ob ich kool	PERSON:3_PL
Táan a meyaj ich kool	Táan a meyaje'ex ich kool	PERSON:2_PL
Táan a meyaj ich kool	Táan ek meyaj ich kool	PERSON:1_PL
Táan u meyaj tu kool	Táan a meyaj ich kool	PERSON:2_SI
Táan u meyaj tu kool	Táan u meyajo'ob ich kool	PERSON:3_PL
Táan u meyaj tu kool	Táan a meyaje'ex ich kool	PERSON:2_PL
Táan u meyaj tu kool	Táan ek meyaj ich kool	PERSON:1_PL
Táan u meyajo'ob ich kool	Táan a meyaj ich kool	PERSON:2_SI
Táan u meyajo'ob ich kool	Táan u meyaj tu kool	PERSON:3_SI
Táan u meyajo'ob ich kool	Táan a meyaje'ex ich kool	PERSON:2_PL
Táan u meyajo'ob ich kool	Táan ek meyaj ich kool	PERSON:1_PL
Táan a meyaje'ex ich kool	Táan a meyaj ich kool	PERSON:2_SI
Táan a meyaje'ex ich kool	Táan u meyaj tu kool	PERSON:3_SI
Táan a meyaje'ex ich kool	Táan u meyajo'ob ich kool	PERSON:3_PL
Táan a meyaje'ex ich kool	Táan ek meyaj ich kool	PERSON:1_PL
Táan ek meyaj ich kool	Táan a meyaj ich kool	PERSON:2_SI
Táan ek meyaj ich kool	Táan u meyaj tu kool	PERSON:3_SI
Táan ek meyaj ich kool	Táan u meyajo'ob ich kool	PERSON:3_PL
Táan ek meyaj ich kool	Táan a meyaje'ex ich kool	PERSON:2_PL
Yaan in suut koonol merkaado	Taak in suut koonol merkaado	ASPECT:DES
Yaan in suut koonol merkaado	K'a'abéet in suut koonol merkaado	ASPECT:OBL
Yaan in suut koonol merkaado	Kin in suut koonol merkaado	ASPECT:HAB
Yaan in suut koonol merkaado	Suuk in suut koonol merkaado	ASPECT:CUS
Yaan in suut koonol merkaado	Ts'o'ok in suut koonol merkaado	ASPECT:TER;TENSE:PAS_SIM
Yaan in suut koonol merkaado	Káaj in suut koonol merkaado	ASPECT:BEG;TENSE:PAS_SIM
Yaan in suut koonol merkaado	Táant in suut koonol merkaadoe'	ASPECT:IMM;TENSE:PAS_SIM
Taak in suut koonol merkaado	Yaan in suut koonol merkaado	ASPECT:COM
Taak in suut koonol merkaado	K'a'abéet in suut koonol merkaado	ASPECT:OBL
Taak in suut koonol merkaado	Kin in suut koonol merkaado	ASPECT:HAB
Taak in suut koonol merkaado	Suuk in suut koonol merkaado	ASPECT:CUS
Taak in suut koonol merkaado	Ts'o'ok in suut koonol merkaado	ASPECT:TER;TENSE:PAS_SIM
Taak in suut koonol merkaado	Káaj in suut koonol merkaado	ASPECT:BEG;TENSE:PAS_SIM
Taak in suut koonol merkaado	Táant in suut koonol merkaadoe'	ASPECT:IMM;TENSE:PAS_SIM
K'a'abéet in suut koonol merkaado	Yaan in suut koonol merkaado	ASPECT:COM
K'a'abéet in suut koonol merkaado	Taak in suut koonol merkaado	ASPECT:DES
K'a'abéet in suut koonol merkaado	Kin in suut koonol merkaado	ASPECT:HAB
K'a'abéet in suut koonol merkaado	Suuk in suut koonol merkaado	ASPECT:CUS
K'a'abéet in suut koonol merkaado	Ts'o'ok in suut koonol merkaado	ASPECT:TER;TENSE:PAS_SIM
K'a'abéet in suut koonol merkaado	Káaj in suut koonol merkaado	ASPECT:BEG;TENSE:PAS_SIM
K'a'abéet in suut koonol merkaado	Táant in suut koonol merkaadoe'	ASPECT:IMM;TENSE:PAS_SIM
Kin in suut koonol merkaado	Yaan in suut koonol merkaado	ASPECT:COM
Kin in suut koonol merkaado	Taak in suut koonol merkaado	ASPECT:DES
Kin in suut koonol merkaado	K'a'abéet in suut koonol merkaado	ASPECT:OBL
Kin in suut koonol merkaado	Suuk in suut koonol merkaado	ASPECT:CUS
Kin in suut koonol merkaado	Ts'o'ok in suut koonol merkaado	ASPECT:TER;TENSE:PAS_SIM
Kin in suut koonol merkaado	Káaj in suut koonol merkaado	ASPECT:BEG;TENSE:PAS_SIM
