Order;Bribri (Nasal as line);Training sentence;Spanish;Source;Dialect
1308;kë̀ ki̱ ákjkuö mé̱rka̱, kë̀ ki̱ ì mé̱rka̱, tabè ákchka mé̱rka̱ e' ki̱;kèq kĩ ákjkuö méxrkã , kèq kĩ ì méxrkã , tabè ákchka méxrkã e' kĩ;no se pone lajas , no se pone nada , no se pone cemento en ella;CorpusSofia B17h34m15s06apr2012.html Sobre el significado y uso de la casa cónica (ùsulë);amubri
1309;ìriria ki̱ se' dakö̀ke̱;ìriria kĩ se' dakòqkẽ;pisamos la tierra;CorpusSofia B17h34m15s06apr2012.html Sobre el significado y uso de la casa cónica (ùsulë);amubri
1310;e' wà dör tö ie' dör se' a̱mì̱wöla;e' wà dör tö ie' dör se' ãmìxwöla;el significado de eso es que ella es nuestra madrecita;CorpusSofia B17h34m15s06apr2012.html Sobre el significado y uso de la casa cónica (ùsulë);amubri
1311;e' se' tsé dör se' dör ditsö̀;e' se' tsé dör se' dör ditsòq;ella nos siente que nosotros somos la semilla;CorpusSofia B17h34m15s06apr2012.html Sobre el significado y uso de la casa cónica (ùsulë);amubri
1312;se' é̱n a̱ ie' dalë̀na̱ e' ku̱é̱ki̱, e's Sibö̀ dör sa' a̱ ká̱ a̱me̱';se' éxn ã ie' dalèqnã e' kũéxkĩ , e's Sibòq dör sa' ã káx ãmẽ';por eso nosotros la queremos , así Sibö̀ nos dejó un lugar para nosotros los indígenas;CorpusSofia B17h34m15s06apr2012.html Sobre el significado y uso de la casa cónica (ùsulë);amubri
1313;iʼ télor yö ké̱we̱, ñe̱' tulére yö e' tôna̱, éjkë yö i ma̱ pàsi̱é̱lor yö;i' télor yö kéxwẽ , ñẽ' tulére yö e' tônã , éjkë yö i mã pàsĩéxlor yö;yo éstas las corté primero , las puse a suavizar , después las raspé;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1314;eʼta̱ chaléla à̱te̱ ês, mé̱ síu̱k yö dìba a̱, pàsina̱ e'ta̱;e'tã chaléla àxtẽ ês , méx síũk yö dìba ã , pàsinã e'tã;entonces queda la fibrita , la puse a secar al sol , cuando está seca;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1315;yö i buélormi̱ yö, yawè yö skuʼla ie;yö i buélormĩ yö , yawè yö sku'la ie;yo las empiezo a hilar , las hago en bolsitos;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1316;e'ta̱ ña̱ mí̱tke i wàta̱ú̱k;e'tã ñã míxtke i wàtãúxk;entonces me voy a venderlas;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1317;yö wàtu̱e̱ e'ta̱;yö wàtũẽ e'tã;entonces las vendo;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1318;buaʼ ë yö buaʼ yö i ka̱nè̱we̱ bité̱ e'ta yö;bua' ë yö bua' yö i kãnèxwẽ bitéx e'ta yö;yo las trabajo bien bien al inicio;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1319;kàlkö yulé yö i tâu̱köl ie;kàlkö yulé yö i tâũköl ie;busco hojas para pintarlas;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1320;e'ta̱ yö i tâwe̱ buaʼë e'ta̱ yö i yawé bité̱tke ñé̱e̱;e'tã yö i tâwẽ bua'ë e'tã yö i yawé bitéxtke ñéxẽ;las pinto muy bien , aquello lo hago al inicio;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1321;e'ta̱ kàlkö ñé̱ wa yö eʼ aléka̱ yö dìba a̱ e' wa yö eʼ a̱ yö í̱e̱ ié ié;e'tã kàlkö ñéx wa yö e' alékã yö dìba ã e' wa yö e' ã yö íxẽ ié ié;entonces las hojas las cocino en agua caliente y ahí las echo , las echo;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1322;e'ta̱ buáala i tàna̱;e'tã buáala i tànã;entonces quedan bonitas pintadas;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1323;e'ta̱ i yö̀na̱tke buaʼ e'ta̱ yö i wàtu̱è̱ke̱;e'tã i yòqnãtke bua' e'tã yö i wàtũèxkẽ;entonces ya están bien hechas , entonces yo las vendo;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1324;buaʼë buaʼ i̱ à̱te̱;bua'ë bua' ĩ àxtẽ;quedan muy bien , bien;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1325;e' yawè yö í̱ma̱ buaʼ yawèke̱ í̱ma̱ bua' ie yö i yawè;e' yawè yö íxmã bua' yawèkẽ íxmã bua' ie yö i yawè;eso yo lo hago de varias formas , de varias formas yo lo hago;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1326;kipö̀ ie, skuʼ ie, yö i tsé̱mi̱ wàtu̱e̱;kipòq ie , sku' ie , yö i tséxmĩ wàtũẽ;como hamacas , como bolsos , las llevo yo a vender;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1327;e' yawè yö ma̱ kalö́m iö́köl ie;e' yawè yö mã kalóqm ióqköl ie;yo lo hago para llevar dominico;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1328;ö ikuö̀wö iö́köl ie;ö ikuòqwö ióqköl ie;para llevar el maíz;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1329;ö í̱ma̱ buaʼ iö́köl ie;ö íxmã bua' ióqköl ie;para llevar cualquier cosa;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1330;aliʼ iö́köl ie;ali' ióqköl ie;para llevar yuca;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1331;e'ta̱ e' tsé̱bite̱ yö wé̱shke̱;e'tã e' tséxbitẽ yö wéxshkẽ;entonces eso lo llevo a la casa;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1332;eʼ e' dör eʼ bua'ë ti̱è̱ka̱ wö́kir a̱;e' e' dör e' bua'ë tĩèxkã wóqkir ã;ese es bueno para poner en la cabeza;CorpusSofia B15h19m09s18jul2014.html Sobre el tratamiento de las fibras naturales;salitre
1333;bueno í̱e̱ ye'r a' a̱ i pàkeke̱;bueno íxẽ ye'r a' ã i pàkekẽ;bueno aquí les voy a contar;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1334;wè̱s sa' tskírke̱, sa'r i chè tö mí̱ka̱ sa' tskírke̱ e'ta̱ e'rö e'rö ñá̱;wèxs sa' tskírkẽ , sa'r i chè tö míxkã sa' tskírkẽ e'tã e'rö e'rö ñáx;como nacemos , decimos que cuando nacemos somos , somos impuros;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1335;i a̱mì̱ irir i alà e'rö ñá̱, e' kiàna̱ pàkuemle̱ óköpa tö mì̱ka̱ se' tskìna̱ e'ta̱;i ãmìx irir i alà e'rö ñáx , e' kiànã pàkuemlẽ óköpa tö mìxkã se' tskìnã e'tã;la mamá y el hijo son impuros , ambos necesitan ser purificados por los enterradores cuando nacemos;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1336;ké̱we ta̱ Sibö̀ wa̱ sa' rë́ka̱ ditsö̀wö ie;kéxwe tã Sibòq wã sa' réqkã ditsòqwö ie;primero Sibö̀ nos trajo en forma de semilla;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1337;î̱ñe̱ ta̱ Sula' tö se' a̱ se' wíköl pàtkeke̱;îxñẽ tã Sula' tö se' ã se' wíköl pàtkekẽ;actualmente Sula' nos envía nuestra imagen;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1338;e' mè̱bitu̱ irir, e' yawè irir i di' ta̱ e' wa, e' i̱à̱na̱ ta̱ se' rë́ka̱i̱a̱ ká̱ i' ki̱ ta̱, i i i di' wa se' apà se' pà sùne̱, e'ta̱ e' wa ka̱nè̱u̱k se' bitè̱ a̱;e' mèxbitũ irir , e' yawè irir i di' tã e' wa , e' ĩàxnã tã se' réqkãĩã káx i' kĩ tã , i i i di' wa se' apà se' pà sùnẽ , e'tã e' wa kãnèxũk se' bitèx ã;la envía él , la hace él con su misma agua , para que cuando lleguemos a este lugar , con su agua se lava nuestro cuerpo , nuestro cuerpo , para con esto hacer el trabajo que nos fue dado;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1339;mì̱ka̱ se' Sula' tö se' pàtkebitu̱ ká̱ i' ki̱, e'ta̱ sa' a̱ i chèa̱t irir be' ké ñé̱ e's ka̱nè̱u̱ be' ké íyi ka̱nè̱u̱;mìxkã se' Sula' tö se' pàtkebitũ káx i' kĩ , e'tã sa' ã i chèãt irir be' ké ñéx e's kãnèxũ be' ké íyi kãnèxũ;cuando Sula' nos envía a este lugar , nos dice haga ese trabajo , haga ese trabajo;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1340;i̱à̱na̱ ta̱ mí̱ka̱ se' se' mí̱tkemu̱le̱ Sula' ká̱ska e'ta̱ e' ujtè mí̱ke̱mu̱le̱ se' wa̱ ie' a̱;ĩàxnã tã míxkã se' se' míxtkemũlẽ Sula' káxska e'tã e' ujtè míxkẽmũlẽ se' wã ie' ã;para que cuando nosotros , nosotros ya regresemos al lugar de Sula' , regresamos llevando este testimonio a él;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1341;satë̀ ie ie i kìta̱ e' wa ki̱ kiàna̱ mé̱mu̱le̱ ie' a̱, i̱à̱na̱ ta̱ i sa̱wé̱ irir tö mò̱ki̱ se' tö yë' se'r e' ka̱nè̱o̱';satèq ie ie i kìtã e' wa kĩ kiànã méxmũlẽ ie' ã , ĩàxnã tã i sãwéx irir tö mòxkĩ se' tö yë' se'r e' kãnèxõ';como el satë̀ es recogido con eso se debe entregar a él , para que vea lo cierto que nosotros dijimos , lo que nosotros trabajamos;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1342;e' kí̱ ie bakò̱s Sibö̀ tö se' a̱ ujtè bua' yë' a̱ e' kiàna̱ a̱ñì̱es i̱ù̱te;e' kíx ie bakòxs Sibòq tö se' ã ujtè bua' yë' ã e' kiànã ãñìxes ĩùxte;además Sibö̀ nos dejó dicho cosas buenas que también se deben responder;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1343;i chèrak é tö wé̱ icha idir tso' se' wa̱ se' wa̱: chkà katè ñá̱no̱, e' kë̀ ajkë́u̱k se' kàne̱ a̱ñì̱ yö̀ki̱;i chèrak é tö wéx icha idir tso' se' wã se' wã : chkà katè ñáxnõ , e' kèq ajkéqũk se' kànẽ ãñìx yòqkĩ;dicen que lo que tenemos de nosotros , de nosotros: carne para comer , eso no se mezquina a los demás;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1344;i̱à̱na̱ ta̱ à̱s se' se' sé̱ndak wè̱s ie' ki̱ i kiàna̱ e's;ĩàxnã tã àxs se' se' séxndak wèxs ie' kĩ i kiànã e's;para que vivamos como quiere él;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1345;mí̱ka̱ se' tsikìna̱ e'ta̱ se' wíköl dé se' se' e' réwa̱ se' a̱;míxkã se' tsikìnã e'tã se' wíköl dé se' se' e' réwã se' ã;cuando nacemos nuestra , nuestra imagen viene integrada con nosotros;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1346;e' wa se' sé̱rke̱, bakò̱s se' se' yàmi̱pa tso'se̱n e'ta̱ a̱ñì̱ ta̱ sè̱nu̱k a̱ñì̱ dalë́ri tsú̱k, a̱ñì̱ kímu̱kdak, a̱ñì̱ dalö̀iökdak wè̱s Sibö̀ tö se' a̱ sa' a̱ i yë'a̱t e's;e' wa se' séxrkẽ , bakòxs se' se' yàmĩpa tso'sẽn e'tã ãñìx tã sèxnũk ãñìx daléqri tsúxk , ãñìx kímũkdak , ãñìx dalòqiökdak wèxs Sibòq tö se' ã sa' ã i yë'ãt e's;con eso vivimos , toda la familia que somos , vivir entre nosotros , querernos , ayudarnos , respetarnos como Sibö̀ nos dejó dicho así;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1347;e' ku̱é̱ki̱ ye'r a' a̱ i pàkeke̱ tö í̱e̱ sa' sa' tsikírke̱ wè̱s, e' pàkeke̱ sa' tö ñé̱e̱ mí̱ka̱ sa' tsá̱we dë́bitu̱dak e' dör bö́l, ma̱ñá̱l ë̀me̱;e' kũéxkĩ ye'r a' ã i pàkekẽ tö íxẽ sa' sa' tsikírkẽ wèxs , e' pàkekẽ sa' tö ñéxẽ míxkã sa' tsáxwe déqbitũdak e' dör bóql , mãñáxl èqmẽ;por eso yo les voy a explicar aquí cómo nacemos , nosotros decimos que en un principio venimos unos dos o tres nada más;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1348;ie'pa tö í̱e̱ wé, wéla tkë́rka̱ kièke̱ alà wé;ie'pa tö íxẽ wé , wéla tkéqrkã kièkẽ alà wé;ellos aquí tienen puesta la casa , la casita que se llama casa del hijo;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1349;ése tkë́rka̱rak irir í̱e̱ e'ta̱ í̱e̱ alákölpa bitu̱ke̱rak e̱' ala'r tsikírke̱tke e'ta̱;ése tkéqrkãrak irir íxẽ e'tã íxẽ alákölpa bitũkẽrak ẽ' ala'r tsikírkẽtke e'tã;así esa la tienen puesta aquí , entonces las mujeres vienen aquí cuando ya va a nacer el hijo;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1350;i̱à̱na̱ ta̱ e' e' tsikìna̱ ta̱ í̱e̱ í̱e̱ awá irir óköm e' rö i ka̱nè̱u̱k i kapèblök;ĩàxnã tã e' e' tsikìnã tã íxẽ íxẽ awá irir óköm e' rö i kãnèxũk i kapèblök;para que nazca y el awá y el óköm ellos se encargan de prepararlo de ungirlo;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1351;i̱à̱na̱ ta̱ i bátsena̱mu̱le̱ e'ta̱ i mí̱tkemu̱le̱ wé̱shke̱;ĩàxnã tã i bátsenãmũlẽ e'tã i míxtkemũlẽ wéxshkẽ;para que se purifique y pueda ya irse a la casa;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1352;e's sa' tö í̱e̱ ta̱ i ka̱nè̱wè̱ke̱;e's sa' tö íxẽ tã i kãnèxwèxkẽ;es aquí donde nosotros solemos hacerlo;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1353;bakò̱s Sibö̀ tö sa' i pàke e' ujtè wa tö sa' tso'se̱n sè̱nu̱k;bakòxs Sibòq tö sa' i pàke e' ujtè wa tö sa' tso'sẽn sèxnũk;lo que Sibö̀ nos explicó con su palabra , nosotros lo estamos viviendo;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1354;e' yë'a̱t i wák tö e' ka̱nè̱u̱k, se' ka' irir;e' yë'ãt i wák tö e' kãnèxũk , se' ka' irir;así lo dijo él mismo para que lo hagamos , él no lo dejo;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1355;e' ka̱nè̱u̱k ie' wa̱ , ie' bák mì̱k ie' bák tsîr e'ta̱;e' kãnèxũk ie' wã , ie' bák mìxk ie' bák tsîr e'tã;él estuvo haciendo esto cuando él era pequeño;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1356;e' yë' irir tö wé̱ chè kë̀ dör ie' a̱ ie' dör Sibö̀ e' ku̱é̱ki̱ kë̀ kë̀ ie' a̱ ta̱ bua' e' yö' irir se' se' wákpa ë̀ a̱;e' yë' irir tö wéx chè kèq dör ie' ã ie' dör Sibòq e' kũéxkĩ kèq kèq ie' ã tã bua' e' yö' irir se' se' wákpa èq ã;él dijo que lo que dice no es para él , él es Sibö̀ por eso no , no es bueno para él , lo hizo solamente para nosotros;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1357;e' ku̱é̱ki̱ e's yö a' i̱a̱ i pàkeke̱;e' kũéxkĩ e's yö a' ĩã i pàkekẽ;por eso así se los explico a ustedes;CorpusSofia B11h04m40s29jun2014.html Sobre la cosmovisión bribri de la vida humana;salitre
1358;"¡ujú! ""bueno"" ye' tsiru' ""como"" ye' tsiru' ta̱' ye' tsiru' ta̱' a̱wì̱";"ujú ! "" bueno "" ye' tsiru' "" como "" ye' tsiru' tã' ye' tsiru' tã' ãwìx";ujú , bueno mi cacao como tengo cacao , allá tengo cacao;CorpusSofia B10h27m47s25oct2015.html Sobre la preparación del cacao;amubri
1359;"i' ë̀ ká̱ ye' ù ajké̱ ye' tsiru' ta̱' ye' icha ""propio""";"i' èq káx ye' ù ajkéx ye' tsiru' tã' ye' icha "" propio """;por este lado de mi casa tengo cacao que es mío propio;CorpusSofia B10h27m47s25oct2015.html Sobre la preparación del cacao;amubri
1360;ahora e' mì̱k ye'r i kiè mí̱k alí;ahora e' mìxk ye'r i kiè míxk alí;ahora cuando estos yo digo cuando están maduros;CorpusSofia B10h27m47s25oct2015.html Sobre la preparación del cacao;amubri
1361;"entonces sö e' alí tèke̱ ""cortadora"" wa";"entonces sö e' alí tèkẽ "" cortadora "" wa";entonces los cortamos con la cortadora;CorpusSofia B10h27m47s25oct2015.html Sobre la preparación del cacao;amubri
1362;"té kókó ""entonces ya""";"té kókó "" entonces ya """;"cortado "" kó kó "" entonces ya";CorpusSofia B10h27m47s25oct2015.html Sobre la preparación del cacao;amubri
1363;"détsa̱ ""tal vez"" ""saco"" e'k";"détsã "" tal vez "" "" saco "" e'k";saca tal vez un saco;CorpusSofia B10h27m47s25oct2015.html Sobre la preparación del cacao;amubri
1364;entonces be'r i mé̱a̱t ma̱ e̱ma̱;entonces be'r i méxãt mã ẽmã;entonces usted lo deja pues;CorpusSofia B10h27m47s25oct2015.html Sobre la preparación del cacao;amubri
1365;ká̱ dö̀ pàköl ká̱ su̱lì̱tu;káx dòq pàköl káx sũlìxtu;hasta ocho días nueve días;CorpusSofia B10h27m47s25oct2015.html Sobre la preparación del cacao;amubri
1366;e'ta̱ e' e' mì̱k e' su̱lì̱tu ta̱ be'r i mé̱r síu̱k dìba a̱;e'tã e' e' mìxk e' sũlìxtu tã be'r i méxr síũk dìba ã;entonces después de nueve días usted lo pone a secar al sol;CorpusSofia B10h27m47s25oct2015.html Sobre la preparación del cacao;amubri
1367;e' ta̱ bétk i sìna̱wa̱ bétk i sìna̱;e' tã bétk i sìnãwã bétk i sìnã;y se seca rápido rápido;CorpusSofia B10h27m47s25oct2015.html Sobre la preparación del cacao;amubri
1368;"e' ta̱ ká̱ tkë́l e' ta̱ ""ya"" i sìna̱";"e' tã káx tkéql e' tã "" ya "" i sìnã";durante cuatro días ya está seco;CorpusSofia B10h27m47s25oct2015.html Sobre la preparación del cacao;amubri
1369;"tkë́l e' ta̱ i sìna̱ ""entonces""";"tkéql e' tã i sìnã "" entonces """;en cuatro días se seca entonces;CorpusSofia B10h27m47s25oct2015.html Sobre la preparación del cacao;amubri
1370;mì̱k i sìna̱ ta̱ sé̱ e's irir e' ta̱ e' kukèke̱tke ù̱ bá ki̱, sa̱ú̱ ye' tso' a̱wì̱ kukö́k a̱wì̱ e̱' i kukö́k;mìxk i sìnã tã séx e's irir e' tã e' kukèkẽtke ùx bá kĩ , sãúx ye' tso' ãwìx kukóqk ãwìx ẽ' i kukóqk;cuando se seca como así se tuesta ya en una cazuela ardiente , vea como yo estoy tostando allá tostando allá;CorpusSofia B10h27m47s25oct2015.html Sobre la preparación del cacao;amubri
1371;"ù̱ ki̱ ""entonces"" mì̱k e' katùna̱ ""entonces""";"ùx kĩ "" entonces "" mìxk e' katùnã "" entonces """;en una cazuela entonces cuando se tuesta entonces;CorpusSofia B10h27m47s25oct2015.html Sobre la preparación del cacao;amubri
1372;e' wö̀ishchèke̱ e' ajkuö́lit yéulur;e' wòqishchèkẽ e' ajkuóqlit yéulur;se pela quitando las cáscaras;CorpusSofia B10h27m47s25oct2015.html Sobre la preparación del cacao;amubri
1373;"entonces i wö̀ ë̀ à̱te̱ ""entonces"" e' wèke̱ ""máquina"" ki̱ , ""máquina"" ki̱ sa'r i wèke̱";"entonces i wòq èq àxtẽ "" entonces "" e' wèkẽ "" máquina "" kĩ , "" máquina "" kĩ sa'r i wèkẽ";entonces quedan solamente las semillas entonces esas se muelen en la máquina , en la máquina nosotros las molemos;CorpusSofia B10h27m47s25oct2015.html Sobre la preparación del cacao;amubri
